"","price","yrbuilt","stories","TLA","wall","beds","baths","halfbaths","frontage","depth","garage","garagesqft","rooms","lotsize","sdate","avalue","s1993","s1994","s1995","s1996","s1997","s1998","syear","age","geometry"
"161",215000,1993,"two",2471,"wood",4,2,1,168,0,"attached",414,8,416259,970723,202114,0,0,0,0,1,0,"1997",0.06,c(485805.523075652, 204031.923685927)
"162",138500,1978,"one+half",1725,"wood",4,2,0,163,274,"attached",576,6,44700,930309,83114,1,0,0,0,0,0,"1993",0.21,c(488604.656037166, 203989.229483728)
"163",117000,1992,"one",2105,"wood",3,2,0,150,375,"attached",480,6,56236,931101,125514,1,0,0,0,0,0,"1993",0.07,c(488006.710948192, 203998.512767825)
"164",122000,1913,"two",1792,"ccbtile",4,1,0,150,370,"detached",180,8,50800,940919,86428,0,1,0,0,0,0,"1994",0.86,c(490175.91124471, 203981.466737028)
"165",183000,1993,"one",2190,"partbrk",3,2,0,250,400,"attached",462,7,100057,950216,163228,0,0,1,0,0,0,"1995",0.06,c(489095.514180617, 203999.952573851)
"166",135000,1978,"two",2212,"partbrk",3,1,1,167,0,"attached",440,7,212800,930317,167714,1,0,0,0,0,0,"1993",0.21,c(488628.145532738, 204056.291384575)
"167",179900,1902,"two",2094,"wood",3,1,2,292,0,"detached",660,7,122000,971002,101514,0,0,0,0,1,0,"1997",0.97,c(495610.098338655, 203955.957765863)
"168",84000,1980,"one",1220,"partbrk",5,2,0,183,298,"attached",484,8,43734,930823,78714,1,0,0,0,0,0,"1993",0.19,c(487675.367207312, 204075.480857236)
"169",78000,1983,"one",1196,"wood",3,2,0,135,355,"attached",576,6,43865,930623,80314,1,0,0,0,0,0,"1993",0.16,c(487683.499926567, 204120.895368822)
"170",159000,1977,"one",1760,"partbrk",3,2,0,164,0,"attached",572,6,209600,970612,146114,0,0,0,0,1,0,"1997",0.22,c(487347.567265186, 204138.191948203)
"171",149900,1992,"multilvl",1804,"partbrk",3,2,0,135,355,"attached",506,8,43865,960828,117800,0,0,0,1,0,0,"1996",0.07,c(487683.217066181, 204162.107851458)
"172",131000,1994,"one",1788,"wood",3,2,0,180,273,"attached",528,7,43647,941122,144200,0,1,0,0,0,0,"1994",0.05,c(485158.522475906, 204240.143729383)
"173",162500,1976,"one",1557,"partbrk",3,2,0,167,0,"attached",552,7,212800,970626,127600,0,0,0,0,1,0,"1997",0.23,c(488626.418420856, 204260.02547607)
"174",132500,1989,"one",1428,"partbrk",2,1,1,168,1332,"attached",440,5,219000,940509,122114,0,1,0,0,0,0,"1994",0.1,c(485807.666359104, 204312.350770909)
"175",75000,1952,"one",1119,"wood",3,1,0,100,0,"attached",440,6,22300,931103,69428,1,0,0,0,0,0,"1993",0.47,c(485237.753685264, 204339.749434026)
"176",153260,1990,"one+half",3073,"metlvnyl",3,2,1,168,1332,"attached",720,7,218900,970527,174400,0,0,0,0,1,0,"1997",0.09,c(485807.30044029, 204363.561437044)
"177",163500,1955,"one",1056,"stone",1,2,0,200,217,"no garage",0,2,43560,930318,221314,1,0,0,0,0,0,"1993",0.44,c(484866.468858523, 204391.373375992)
"178",215000,1996,"two",2518,"metlvnyl",3,2,0,230,969,"attached",528,6,216058,980601,219714,0,0,0,0,0,1,"1998",0.03,c(492733.961753702, 204290.87805103)
"179",141900,1993,"one",1788,"metlvnyl",3,1,0,174,282,"attached",528,6,43691,980309,106000,0,0,0,0,0,1,"1998",0.06,c(485156.40916825, 204413.229955428)
"180",111000,1956,"one",1338,"partbrk",3,1,0,225,0,"attached",624,7,49400,980430,82228,0,0,0,0,0,1,"1998",0.43,c(485237.149228162, 204417.954875416)
"181",106500,1971,"one",2400,"wood",4,2,0,216,0,"no garage",0,10,123700,980909,136600,0,0,0,0,0,1,"1998",0.28,c(486746.986348831, 204412.196388311)
"182",152950,1979,"one",1858,"metlvnyl",3,2,0,168,1332,"attached",576,7,217600,970523,134028,0,0,0,0,1,0,"1997",0.2,c(485806.820844102, 204466.089909067)
"183",156750,1976,"one",2176,"partbrk",3,2,1,164,0,"attached",460,8,212900,930608,158114,1,0,0,0,0,0,"1993",0.23,c(487423.359690851, 204465.574272513)
"184",153000,1973,"two",2058,"wood",4,1,1,290,0,"attached",782,8,100188,940705,156714,0,1,0,0,0,0,"1994",0.26,c(494298.002983902, 204390.405606425)
"185",250000,1996,"two",2468,"metlvnyl",4,2,1,222,0,"attached",484,8,298211,980721,239428,0,0,0,0,0,1,"1998",0.03,c(492667.960898204, 204492.55787261)
"186",165000,1990,"one+half",2430,"wood",3,2,0,269,0,"attached",720,6,209785,940110,165600,0,1,0,0,0,0,"1994",0.09,c(484992.809362333, 204618.522010393)
"187",165000,1963,"two",2408,"wood",4,1,2,213,380,"attached",672,8,80760,980923,152514,0,0,0,0,0,1,"1998",0.36,c(494296.901116027, 204567.581000477)
"188",199900,1989,"two",2547,"metlvnyl",3,2,1,167,1278,"attached",687,8,212800,950911,177914,0,0,1,0,0,0,"1995",0.1,c(488623.234879074, 204767.011333076)
"189",82000,1941,"one",900,"wood",3,1,0,165,0,"no garage",0,7,212800,931112,76600,1,0,0,0,0,0,"1993",0.58,c(487016.867287785, 204820.863347892)
"190",160000,1957,"one",2073,"brick",2,2,0,400,514,"attached",753,5,205821,950419,197714,0,0,1,0,0,0,"1995",0.42,c(494155.486748412, 204725.02486882)
"191",167500,1994,"two",1984,"partbrk",4,2,1,165,0,"attached",729,7,214097,950421,152314,0,0,1,0,0,0,"1995",0.05,c(487421.199529105, 204849.699207979)
"192",126500,1989,"two",2206,"partbrk",4,2,1,168,0,"attached",572,7,216400,930430,157914,1,0,0,0,0,0,"1993",0.1,c(486210.025282201, 204869.861056188)
"193",162000,1975,"one+half",2386,"brick",3,2,0,212,0,"attached",400,6,80760,940411,161114,0,1,0,0,0,0,"1994",0.24,c(494301.886125063, 204755.664222646)
"194",249000,1995,"two",2649,"metlvnyl",3,2,1,165,1327,"attached",680,7,214140,980417,211228,0,0,0,0,0,1,"1998",0.04,c(487420.72519911, 204900.022786359)
"195",87000,1906,"two",1198,"wood",3,1,0,196,257,"no garage",0,6,44475,960222,61714,0,0,0,1,0,0,"1996",0.93,c(488384.475686531, 204906.399076715)
"196",250000,1992,"one+half",2665,"partbrk",4,3,1,340,630,"attached",575,8,207600,971126,221914,0,0,0,0,1,0,"1997",0.07,c(490727.275689661, 204880.300623205)
"197",140000,1969,"two",1676,"partbrk",3,1,1,200,217,"no garage",0,6,43560,980413,106514,0,0,0,0,0,1,"1998",0.3,c(486612.371078238, 204996.205683638)
"198",98000,1956,"one",1368,"wood",3,1,0,192,425,"attached",432,7,78700,930607,102914,1,0,0,0,0,0,"1993",0.43,c(487690.204638623, 205026.483070662)
"199",129500,1990,"one",1495,"metlvnyl",3,2,0,150,330,"attached",576,6,45200,960815,85114,0,0,0,1,0,0,"1996",0.09,c(487571.365861819, 205079.077826672)
"200",150000,1912,"two",2041,"wood",3,3,0,164,410,"detached",1200,7,62200,980501,94828,0,0,0,0,0,1,"1998",0.87,c(490047.12312034, 205075.032635878)
"201",146000,1985,"one+half",2147,"partbrk",4,2,0,150,0,"detached",780,8,45200,950706,140914,0,0,1,0,0,0,"1995",0.14,c(487571.068961303, 205124.733588056)
"202",48000,1977,"one",1057,"metlvnyl",2,1,0,132,0,"no garage",0,4,42200,960612,36314,0,0,0,1,0,0,"1996",0.22,c(485255.752720071, 205163.855898674)
"203",98000,1939,"one",1340,"wood",3,1,1,200,0,"no garage",0,6,40200,960722,65000,0,0,0,1,0,0,"1996",0.6,c(489177.533441341, 205114.541991072)
"204",87250,1917,"two",1370,"wood",3,1,0,171,284,"detached",384,7,43560,980914,71400,0,0,0,0,0,1,"1998",0.82,c(491106.714712739, 205088.652448381)
"205",146000,1993,"one+half",2406,"metlvnyl",3,1,2,30,0,"detached",720,6,353315,970702,119314,0,0,0,0,1,0,"1997",0.06,c(488727.820614364, 205135.952069749)
"206",70000,1925,"two",1550,"wood",3,1,0,211,0,"detached",720,5,66864,970715,83428,0,0,0,0,1,0,"1997",0.74,c(495883.997705407, 205106.179089661)
"207",186700,1987,"one",3128,"wood",3,3,0,230,0,"detached",728,6,58701,970625,179114,0,0,0,0,1,0,"1997",0.12,c(487662.279348923, 205240.50807631)
"208",118500,1877,"one+half",1985,"wood",4,1,0,313,0,"detached",572,8,89951,951107,86514,0,0,1,0,0,0,"1995",1.22,c(495505.483194474, 205132.483528509)
"209",179000,1982,"one+half",2037,"wood",4,2,1,165,0,"attached",625,6,213500,961029,157228,0,0,0,1,0,0,"1996",0.17,c(486608.028601087, 205526.872356756)
"210",124000,1980,"one",1462,"brick",2,1,1,261,0,"attached",483,6,212600,940624,132628,0,1,0,0,0,0,"1994",0.19,c(485884.856197898, 205592.820792288)
"211",195000,1985,"two",2653,"partbrk",4,2,1,150,0,"attached",457,9,70131,950926,206514,0,0,1,0,0,0,"1995",0.14,c(492864.044599925, 205589.17375664)
"212",139900,1951,"one",1666,"partbrk",3,1,0,149,0,"attached",484,5,42601,960614,110914,0,0,0,1,0,0,"1996",0.48,c(498457.011633958, 205532.559436093)
"213",175500,1993,"multilvl",1939,"metlvnyl",3,2,0,40,0,"attached",700,6,216623,960926,147914,0,0,0,1,0,0,"1996",0.06,c(485024.842766599, 205821.947748187)
"214",188000,1978,"one",2252,"partbrk",3,2,0,165,0,"attached",552,7,212800,951017,164514,0,0,1,0,0,0,"1995",0.21,c(488219.849368791, 205773.07540971)
"215",65800,1857,"two",1880,"wood",3,1,0,438,0,"no garage",0,8,222100,930716,75800,1,0,0,0,0,0,"1993",1.42,c(494466.972099459, 205695.270377268)
"216",155000,1979,"one",1938,"wood",3,1,0,278,0,"attached",567,6,209900,950628,128228,0,0,1,0,0,0,"1995",0.2,c(485883.663950737, 205846.976810365)
"217",136500,1976,"one",1944,"metlvnyl",3,1,1,165,0,"detached",440,5,93900,980914,106714,0,0,0,0,0,1,"1998",0.23,c(488509.61273971, 205831.49939231)
"218",165000,1984,"one+half",2293,"wood",3,2,0,165,0,"detached",576,6,212800,970707,143514,0,0,0,0,1,0,"1997",0.15,c(486203.921112433, 205878.840010515)
"219",142000,1974,"one",1324,"brick",3,1,1,165,0,"detached",1280,6,212800,951218,129714,0,0,1,0,0,0,"1995",0.25,c(489011.066327719, 205882.705561907)
"220",164000,1990,"one+half",1569,"wood",3,1,0,165,0,"detached",672,6,212800,980716,100228,0,0,0,0,0,1,"1998",0.09,c(489012.814584337, 205931.662251384)
"221",96000,1975,"one",1704,"brick",2,1,1,120,0,"attached",576,6,33600,961022,121200,0,0,0,1,0,0,"1996",0.24,c(498487.824522994, 205826.357333757)
"222",93000,1983,"one",1248,"wood",2,1,1,234,301,"detached",576,5,70500,960729,99114,0,0,0,1,0,0,"1996",0.16,c(487666.062708933, 205988.863346638)
"223",160000,1987,"two",2612,"wood",3,2,1,300,0,"attached",624,6,69000,930928,168628,1,0,0,0,0,0,"1993",0.12,c(488459.450883238, 206001.321639861)
"224",117000,1897,"two",2008,"metlvnyl",4,1,0,150,0,"detached",864,8,42993,971014,104514,0,0,0,0,1,0,"1997",1.02,c(493626.124762813, 205966.084822738)
"225",180000,1951,"one",1904,"wood",3,1,1,135,0,"detached",420,5,132632,961031,159600,0,0,0,1,0,0,"1996",0.48,c(498690.964922354, 205894.057661131)
"226",119000,1959,"one",1508,"brick",3,1,1,370,0,"attached",667,6,137657,930920,114428,1,0,0,0,0,0,"1993",0.4,c(487553.0426485, 206065.80521302)
"227",151000,1981,"one+half",2333,"wood",3,2,0,225,0,"attached",576,7,211100,960408,161400,0,0,0,1,0,0,"1996",0.18,c(486305.757655256, 206102.173625497)
"228",191000,1978,"two",3848,"wood",5,3,1,225,0,"attached",576,9,211000,930615,177114,1,0,0,0,0,0,"1993",0.21,c(486374.375984077, 206101.768661449)
"229",40000,1997,"two",1800,"partbrk",3,2,1,227,0,"attached",484,7,211000,950210,30000,0,0,1,0,0,0,"1995",0.02,c(486512.11688469, 206101.174960323)
"230",331000,1925,"two",2990,"metlvnyl",3,2,1,150,0,"detached",624,7,137900,971114,199314,0,0,0,0,1,0,"1997",0.74,c(498696.588010007, 205938.185759027)
"231",75000,1887,"one+half",1428,"wood",3,1,1,229,920,"no garage",0,6,210900,940121,75400,0,1,0,0,0,0,"1994",1.12,c(488204.660630342, 206099.642702056)
"232",95000,1965,"one+half",1814,"wood",4,2,0,156,0,"attached",576,7,38900,940426,109314,0,1,0,0,0,0,"1994",0.34,c(486845.72874461, 206171.400655996)
"233",112000,1952,"one",1562,"brick",3,1,1,108,0,"attached",512,5,42741,970613,96914,0,0,0,0,1,0,"1997",0.47,c(498491.989179238, 206029.226492165)
"234",56000,1980,"one",1819,"wood",2,1,0,150,0,"no garage",0,8,43000,940809,72914,0,1,0,0,0,0,"1994",0.19,c(487692.849707016, 206193.714232864)
"235",265000,1887,"two",2711,"wood",3,2,0,115,0,"detached",506,8,95832,960726,188400,0,0,0,1,0,0,"1996",1.12,c(498714.982510608, 206060.21925502)
"236",148000,1952,"one+half",1803,"wood",2,1,1,100,0,"attached",480,7,43299,951103,108714,0,0,1,0,0,0,"1995",0.47,c(498492.850164458, 206090.970141932)
"237",114900,1995,"one",1344,"metlvnyl",3,2,0,220,0,"attached",720,6,43429,950713,90428,0,0,1,0,0,0,"1995",0.04,c(486123.777698705, 206295.399208594)
"238",120000,1953,"one",1312,"partbrk",2,1,0,75,0,"detached",672,5,16030,980415,86114,0,0,0,0,0,1,"1998",0.46,c(498518.843851461, 206117.153767257)
"239",55000,1977,"one",1357,"wood",3,2,0,300,0,"detached",600,6,83600,931029,73114,1,0,0,0,0,0,"1993",0.22,c(487057.51667156, 206289.071026638)
"240",87900,1962,"one",1056,"metlvnyl",3,1,0,100,0,"attached",336,6,18295,971104,69828,0,0,0,0,1,0,"1997",0.37,c(492478.876314613, 206214.192997467)
"241",115000,1942,"one",2097,"metlvnyl",3,1,1,200,0,"attached",672,6,40946,970818,82828,0,0,0,0,1,0,"1997",0.57,c(489250.190033899, 206284.481363436)
"242",32900,1997,"two",2487,"partbrk",4,2,1,125,135,"attached",552,7,16918,970624,37200,0,0,0,0,1,0,"1997",0.02,c(496704.821418909, 206177.323496061)
"243",208000,1996,"two",2423,"partbrk",4,2,1,90,135,"attached",462,7,12150,970729,195028,0,0,0,0,1,0,"1997",0.03,c(496737.62583047, 206177.080208592)
"244",38900,1997,"one",2048,"partbrk",3,2,1,90,135,"attached",575,6,12150,970530,30114,0,0,0,0,1,0,"1997",0.02,c(496765.005097031, 206176.914006583)
"245",34900,1997,"two",2284,"partbrk",4,2,1,110,135,"attached",883,7,14850,970401,34200,0,0,0,0,1,0,"1997",0.02,c(496822.933678922, 206176.425906555)
"246",34900,1997,"two",2293,"partbrk",4,2,1,81,0,"attached",506,8,12339,961113,29400,0,0,0,1,0,0,"1996",0.02,c(496987.944733276, 206174.311039824)
"247",36900,1997,"two",2534,"partbrk",4,2,1,71,0,"attached",780,7,17715,961223,32914,0,0,0,1,0,0,"1996",0.02,c(497022.001106814, 206174.051317055)
"248",38900,1997,"two",2258,"partbrk",3,2,1,90,135,"attached",650,7,12150,970813,30114,0,0,0,0,1,0,"1997",0.02,c(496932.697989978, 206175.537355716)
"249",121000,1915,"one+half",1210,"wood",4,1,0,300,0,"detached",350,8,70200,970929,65314,0,0,0,0,1,0,"1997",0.84,c(489382.538924269, 206286.467569528)
"250",38900,1997,"two",2942,"partbrk",4,2,1,90,135,"attached",632,9,12150,970627,30114,0,0,0,0,1,0,"1997",0.02,c(496960.077256389, 206175.371887425)
"251",38900,1997,"two",3344,"metlvnyl",5,2,1,70,0,"attached",777,9,27008,970224,39000,0,0,0,0,1,0,"1997",0.02,c(497057.208239154, 206184.327287501)
"252",215000,1996,"two",2814,"metlvnyl",4,2,1,195,0,"attached",550,9,173600,950927,267314,0,0,1,0,0,0,"1995",0.03,c(498727.252597257, 206198.110161212)
"253",38900,1997,"two",2857,"partbrk",4,2,1,90,135,"attached",483,10,12150,970825,30114,0,0,0,0,1,0,"1997",0.02,c(496943.975229508, 206235.023189694)
"254",38900,1997,"two",2526,"partbrk",4,2,1,90,135,"attached",576,8,12150,970729,30114,0,0,0,0,1,0,"1997",0.02,c(496971.43616322, 206234.745533085)
"255",34900,1997,"two",2413,"partbrk",3,2,1,95,0,"attached",441,8,13724,970327,31914,0,0,0,0,1,0,"1997",0.02,c(497001.342668814, 206236.210522651)
"256",32900,1997,"one",1969,"partbrk",3,2,1,70,0,"attached",441,6,15533,970602,31114,0,0,0,0,1,0,"1997",0.02,c(496712.463014801, 206262.851380984)
"257",95000,1936,"two",2215,"wood",3,1,0,165,0,"detached",1200,7,201900,931122,99400,1,0,0,0,0,0,"1993",0.63,c(487183.898974835, 206433.839823109)
"258",79000,1946,"one+half",1516,"wood",3,1,0,165,1326,"no garage",0,8,212800,930730,64114,1,0,0,0,0,0,"1993",0.53,c(487284.765965794, 206446.050368477)
"259",122000,1991,"one",1776,"wood",4,1,0,165,0,"detached",576,7,103900,980813,98514,0,0,0,0,0,1,"1998",0.08,c(486100.757541128, 206478.143156673)
"260",45000,1942,"one",704,"ccbtile",1,1,0,293,0,"detached",352,3,75315,960619,50514,0,0,0,1,0,0,"1996",0.57,c(489296.935831742, 206454.379072386)
"261",99000,1983,"one",1536,"wood",3,2,0,165,0,"detached",576,6,212800,940926,112714,0,1,0,0,0,0,"1994",0.16,c(485584.537513371, 206585.983877899)
"262",146500,1991,"one",1872,"wood",3,2,1,194,0,"attached",576,6,249500,930928,144314,1,0,0,0,0,0,"1993",0.08,c(484779.047578222, 206623.348389664)
"263",120000,1983,"one",1960,"stucdrvt",3,1,0,165,0,"detached",1056,6,212800,940519,107914,0,1,0,0,0,0,"1994",0.16,c(485584.994404849, 206636.29338016)
"264",156000,1969,"two",1892,"metlvnyl",4,1,1,148,0,"attached",572,8,43600,970902,124000,0,0,0,0,1,0,"1997",0.3,c(498552.546978975, 206474.88920654)
"265",138000,1981,"bilevel",2420,"partbrk",3,2,0,154,1329,"attached",506,8,270000,940913,136114,0,1,0,0,0,0,"1994",0.18,c(487210.798110801, 206666.678282756)
"266",178000,1986,"one",1968,"brick",3,1,1,166,0,"attached",625,6,45700,950217,163714,0,0,1,0,0,0,"1995",0.13,c(496722.836554315, 206535.052251951)
"267",174000,1962,"one",1432,"metlvnyl",3,1,1,240,0,"attached",520,6,167000,970916,138514,0,0,0,0,1,0,"1997",0.37,c(498789.607256291, 206684.068781832)
"268",158000,1979,"one",2102,"wood",3,2,1,157,0,"attached",580,6,47100,960129,135028,0,0,0,1,0,0,"1996",0.2,c(495216.720255226, 206735.959292297)
"269",107000,1952,"one",1269,"metlvnyl",3,1,1,90,0,"detached",525,6,20386,970904,82914,0,0,0,0,1,0,"1997",0.47,c(498569.167095052, 206691.135888829)
"270",180000,1902,"one",1512,"metlvnyl",3,1,0,200,217,"detached",432,5,43560,960409,136714,0,0,0,1,0,0,"1996",0.97,c(485818.691178942, 206947.408409946)
"271",57917,1955,"one",1440,"wood",3,1,0,100,0,"no garage",0,6,14854,940426,64800,0,1,0,0,0,0,"1994",0.44,c(495846.598383684, 206798.671501043)
"272",168000,1908,"two",2220,"metlvnyl",4,1,0,180,0,"no garage",0,9,52099,970519,138200,0,0,0,0,1,0,"1997",0.91,c(493609.486544728, 206866.792549143)
"273",185000,1969,"multilvl",2600,"partbrk",3,2,1,99,0,"attached",441,7,49200,971001,154114,0,0,0,0,1,0,"1997",0.3,c(498611.211158651, 206803.065563246)
"274",160000,1970,"two",1936,"partbrk",4,1,1,99,0,"attached",483,8,49200,970801,126114,0,0,0,0,1,0,"1997",0.29,c(498711.422270334, 207004.153774276)
"275",152000,1969,"bilevel",2000,"partbrk",3,2,0,170,472,"detached",2550,6,74200,970612,104914,0,0,0,0,1,0,"1997",0.3,c(486944.241816043, 207187.308371828)
"276",185000,1978,"one+half",2438,"wood",4,2,1,250,0,"detached",1120,8,275200,960624,158228,0,0,0,1,0,0,"1996",0.21,c(489317.330566726, 207158.719572302)
"277",123350,1994,"one",1620,"partbrk",3,2,1,135,0,"attached",563,5,43400,941025,113828,0,1,0,0,0,0,"1994",0.05,c(489485.504271449, 207157.27479587)
"278",120000,1987,"one",1890,"metlvnyl",4,1,1,135,0,"attached",528,6,43400,960916,113600,0,0,0,1,0,0,"1996",0.12,c(489485.29026018, 207198.153143656)
"279",130000,1994,"one",1400,"wood",3,2,0,135,0,"attached",528,5,43400,980519,103828,0,0,0,0,0,1,"1998",0.05,c(489485.06445501, 207238.254159748)
"280",112900,1978,"one",1824,"partbrk",3,2,0,250,624,"attached",576,6,135400,931101,115800,1,0,0,0,0,0,"1993",0.21,c(489336.555879118, 207270.278431573)
"281",85000,1973,"one",1288,"brick",3,1,0,139,0,"attached",560,6,43700,930714,87114,1,0,0,0,0,0,"1993",0.26,c(484647.467868908, 207386.072004982)
"282",135000,1995,"one",1487,"partbrk",3,2,0,135,0,"attached",550,5,43400,961217,111228,0,0,0,1,0,0,"1996",0.04,c(489484.553028849, 207320.012145673)
"283",94920,1993,"one",1344,"metlvnyl",3,2,0,145,305,"attached",528,5,44200,931227,107228,1,0,0,0,0,0,"1993",0.06,c(489638.647653969, 207364.658069002)
"284",98000,1993,"one",1344,"partbrk",3,2,0,145,305,"attached",528,5,44200,931117,96914,1,0,0,0,0,0,"1993",0.06,c(489595.931154013, 207376.968662148)
"285",186500,1915,"two",2338,"metlvnyl",4,2,0,436,400,"attached",600,8,158820,980608,129800,0,0,0,0,0,1,"1998",0.84,c(497163.209861594, 207293.769295647)
"286",217000,1989,"two",2767,"wood",4,3,0,312,0,"attached",1056,9,131800,960724,208314,0,0,0,1,0,0,"1996",0.1,c(489284.098181805, 207443.351599934)
"287",150000,1954,"one",2620,"partbrk",4,1,1,430,0,"carport",528,7,228400,930201,183200,1,0,0,0,0,0,"1993",0.45,c(492600.690557727, 207403.20643734)
"288",155900,1968,"one",1690,"brick",3,1,1,280,0,"attached",442,6,209400,980113,137314,0,0,0,0,0,1,"1998",0.31,c(488975.540151007, 207472.377218859)
"289",134000,1955,"multilvl",2022,"partbrk",3,1,0,333,0,"detached",768,6,209784,960522,110600,0,0,0,1,0,0,"1996",0.44,c(485499.464690371, 207535.342654212)
"290",23000,1997,"one",1904,"metlvnyl",3,2,1,200,0,"no garage",0,7,46304,960913,27400,0,0,0,1,0,0,"1996",0.02,c(489545.745150869, 207485.582693041)
"291",440000,1989,"two",3259,"partbrk",3,2,1,170,0,"attached",640,6,45000,950522,402428,0,0,1,0,0,0,"1995",0.1,c(499166.07711169, 207365.043396029)
"292",87000,1948,"one",1741,"metlvnyl",2,1,0,300,0,"detached",624,5,62160,940831,109714,0,1,0,0,0,0,"1994",0.51,c(489473.68682922, 207505.892402044)
"293",135000,1980,"two",1722,"partbrk",3,1,1,180,0,"attached",484,7,37300,961018,115800,0,0,0,1,0,0,"1996",0.19,c(499043.459467645, 207436.82942987)
"294",122000,1991,"two",3159,"wood",3,2,0,200,0,"attached",1020,8,65427,940825,181228,0,1,0,0,0,0,"1994",0.08,c(485344.294300555, 207641.196110825)
"295",174500,1974,"one",1848,"partbrk",3,1,2,160,0,"attached",456,7,53579,971006,123400,0,0,0,0,1,0,"1997",0.25,c(491819.172194824, 207571.17205003)
"296",62500,1897,"two",1397,"wood",4,1,0,0,0,"no garage",0,6,43560,930304,64714,1,0,0,0,0,0,"1993",1.02,c(487303.811179455, 207659.795357573)
"297",164000,1948,"one",1372,"brick",4,2,0,130,0,"attached",440,7,110250,970618,111428,0,0,0,0,1,0,"1997",0.51,c(499274.535358579, 207494.272839682)
"298",86500,1986,"two",1300,"metlvnyl",4,1,0,160,999,"no garage",0,6,213000,961106,103114,0,0,0,1,0,0,"1996",0.13,c(485195.50023044, 207706.521160267)
"299",120500,1989,"one",1722,"metlvnyl",4,2,0,165,0,"detached",672,7,49500,961002,103114,0,0,0,1,0,0,"1996",0.1,c(485451.098811716, 207734.48317516)
"300",165000,1951,"two",2398,"metlvnyl",6,2,1,266,0,"detached",528,9,66995,970417,146428,0,0,0,0,1,0,"1997",0.48,c(491790.266206078, 207642.355439254)
"301",35000,1975,"one",120,"wood",1,1,0,165,0,"detached",672,1,49500,940831,38800,0,1,0,0,0,0,"1994",0.24,c(486163.868136633, 207732.29637082)
